retailer,store_id,week,product,description,regular_price,competition_1_regular_price,competition_2_regular_price,competition_3_regular_price,competition_4_regular_price,competition_5_regular_price,competition_6_regular_price,competition_7_regular_price,competition_8_regular_price,competition_9_regular_price,competition_10_regular_price,promo_price,competition_1_promo_price,competition_2_promo_price,competition_3_promo_price,competition_4_promo_price,competition_5_promo_price,competition_6_promo_price,competition_7_promo_price,competition_8_promo_price,competition_9_promo_price,competition_10_promo_price,value,volume,quantity
retail1,1,3,DarkDream Dark 60g,decadent Dark 60g DarkDream,17.95836451,18.61552944,17.48972824,18.67281931,17.8086303,18.79138659,18.08068545,17.1449803,18.64757279,17.51938267,17.21903795,,,,,,,,,,,,15.98003542,8.246191654,7.003341147
retail1,1,4,MintyFresh Mint 18g,18g MintyFresh ref,15.81898943,15.98226714,15.87926856,15.59649194,16.53368849,15.68838783,15.60630603,16.04725755,15.0915235,16.3671636,15.51744266,,,,,,,,,,,,93.836811,4.265090647,14.28345293
retail1,1,4,ChocoDelight Dark 200g,rich ChocoDelight 200g,15.08915711,14.88443555,15.10180985,14.45018864,15.10218495,14.38040686,15.15459351,15.528141,14.84713229,15.71177029,14.64265035,,,,,,,,,,,,45.36368227,7.663686847,13.72461346
retail1,1,4,ChocoDelight White 350g,350g ChocoDelight delicious,9.019749741,9.131316038,8.892776126,9.090431267,9.097327981,9.298217456,8.57973178,8.57615115,9.305115138,9.213004794,9.204565509,,,,,,,,,,,,85.34323033,7.645850524,18.28627025
retail1,1,4,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,8.233896696,8.074576238,8.543619933,8.176312853,8.358342671,8.35035441,8.027964557,8.423398951,7.982358101,8.383169745,8.588585652,,,,,,,,,,,,17.68458736,3.032749599,3.95190487
retail1,1,4,DarkDream Dark 60g,A decadent DarkDream dark chocolate ice cream with a weight of 60 grams.,7.010139657,6.661318341,7.181396888,7.142349348,6.853479114,7.157408393,6.852666029,7.148224873,6.857945301,6.86761683,6.857905571,,,,,,,,,,,,26.76015248,2.692011882,3.965471162
retail1,1,5,MintyFresh Mint 18g,A refreshing MintyFresh candy with a weight of 9gx2,13.0082265,12.85557298,12.53734566,12.44919038,12.43183159,12.83806847,13.42076352,13.15762781,12.3984343,12.90303035,13.30065208,,,,,,,,,,,,71.17833283,9.251285603,9.787862012
retail1,1,5,ChocoDelight Dark 200g,rich ChocoDelight 200g,11.29448793,11.20528713,10.99276409,11.15774494,11.43207337,10.87011677,11.12653064,11.4949163,11.72170413,11.48507051,11.7265315,,,,,,,,,,,,69.1171311,9.164328459,14.94641194
retail1,1,5,ChocoDelight White 350g,350g ChocoDelight delicious,7.656507861,7.400982359,8.004613405,7.846190622,7.6819096,7.736761704,8.035712611,7.306861477,8.029703314,7.363435815,8.007508604,,,,,,,,,,,,71.95529326,6.361328958,17.03341378
retail1,1,5,NuttyCream Hazelnuts 80g,Hazelnuts NuttyCream 80g  delightful,11.40796106,11.17401964,11.69917373,11.91570579,11.14994885,11.00894754,11.0990708,10.85401918,10.97877935,11.47787385,11.65795747,,,,,,,,,,,,54.45110899,8.625293008,7.859741354
retail1,1,5,DarkDream Dark 60g,decadent Dark 60g DarkDream,13.15085546,12.73039786,13.4195241,12.53453367,13.11575489,12.62131624,12.73070104,13.80310315,12.65827156,13.49494616,13.19555104,,,,,,,,,,,,90.05345083,8.071032367,10.92147472
retail1,1,6,MintyFresh Mint 18g,A refreshing MintyFresh candy with a weight of 9gx2,10.95447567,11.15041006,11.19910678,10.46240788,10.47018336,11.11311431,10.51062218,10.69944879,11.09432051,10.89149301,11.28601546,,,,,,,,,,,,44.2666444,5.624656695,10.20959329
retail1,1,6,ChocoDelight Dark 200g,200g ChocoDelight smooth,19.91924549,20.81211392,19.44327674,20.23400154,18.97266387,19.24090363,20.74738983,19.94910587,20.49738607,20.25244758,20.29495268,,,,,,,,,,,,97.23043601,4.722331601,10.99857197
retail1,1,6,ChocoDelight White 350g,ChocoDelight White 350g creamy,8.38437206,8.01857195,8.530237999,8.797643212,8.115618678,8.56652525,8.23675289,8.746132595,8.191920645,8.06801776,8.336836892,,,,,,,,,,,,67.02709254,9.991618745,15.79310588
retail1,1,6,NuttyCream Hazelnuts 80g,Hazelnuts NuttyCream 80g  delightful,14.97835713,15.6897103,15.16993733,15.14582588,15.17770873,14.4806915,15.6038862,15.52595375,14.49299321,15.6523626,15.1252297,,,,,,,,,,,,53.43482449,5.524316097,10.90925807
retail1,1,6,DarkDream Dark 60g,A decadent DarkDream dark chocolate ice cream with a weight of 60 grams.,6.775712066,6.98221594,6.689811666,6.667827574,6.507865275,6.72190039,7.016606057,7.101696667,6.60259179,6.771520358,7.07452712,,,,,,,,,,,,98.14038635,5.372416504,18.23204755
retail1,1,7,MintyFresh Mint 18g,MintyFresh 18g refresh,8.454468132,8.74053236,8.399163266,8.634179142,8.780849495,8.752821737,8.149744715,8.687227099,8.40318856,8.666048627,8.496890214,,,,,,,,,,,,69.93623551,7.95994131,16.12820873
retail1,1,7,ChocoDelight Dark 200g,200g ChocoDelight smooth,15.39396973,16.12044013,15.54428192,15.89512957,14.81233165,15.41248555,15.62270335,14.83694092,15.29459994,14.66814955,15.9314972,,,,,,,,,,,,20.47214373,1.468114707,2.509337377
retail1,1,7,ChocoDelight White 350g,creamy ChocoDelight 350g,10.93288097,11.20527995,10.56812091,10.69007157,11.19162403,11.36463162,10.91492378,10.46674733,11.15324592,11.35874357,11.03957258,,,,,,,,,,,,67.94734864,5.653723446,14.05612065
retail1,1,7,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,13.34319605,13.9811092,12.89687481,13.54711194,13.0074005,13.51381682,13.77895842,13.12483429,12.82549157,13.26676974,13.39463926,,,,,,,,,,,,27.80577955,9.060815206,12.21363648
retail1,1,7,DarkDream Dark 60g,60g Dark DarkDream,6.140107738,5.990891273,6.417717564,6.056751531,6.268753793,6.343943829,6.167182359,6.037565057,6.252538786,6.005394856,6.300081065,,,,,,,,,,,,75.27945811,4.033066946,11.52636483
retail1,1,8,MintyFresh Mint 18g,MintyFresh refresh mint 18grams,14.37235827,14.51098289,14.48588026,14.97593928,14.94856228,13.772244,14.64943785,14.648605,14.44800943,15.05442782,14.76680816,,,,,,,,,,,,42.89385566,6.784335666,9.986892601
retail1,1,8,ChocoDelight Dark 200g,200g ChocoDelight smooth,13.20548274,13.6104153,12.70732693,13.43424383,13.77135547,12.73740759,13.73456214,13.63902954,12.72945455,12.62066686,13.39542314,,,,,,,,,,,,37.67299023,6.615636513,8.369633292
retail1,1,8,ChocoDelight White 350g,ChocoDelight White 350g creamy,14.60305162,14.73735724,14.60308702,15.21620728,14.80044202,14.69442714,15.06659819,13.97008079,13.9511547,13.97868994,14.73545431,,,,,,,,,,,,60.84361927,1.906386786,14.38889352
retail1,1,8,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,13.55685508,13.08054013,13.28281952,12.95757143,14.01632991,13.84826265,14.0742503,13.46276089,14.01456611,13.50355286,13.63123422,,,,,,,,,,,,92.85208903,9.026900545,18.94167083
retail1,1,8,DarkDream Dark 60g,A decadent DarkDream dark chocolate ice cream with a weight of 60 grams.,16.48820496,16.62109511,16.68838432,16.46233803,16.40724666,15.87509835,17.08121142,16.44887269,15.70218024,16.55788533,16.12963428,,,,,,,,,,,,43.28826221,3.300147606,6.98340358
retail1,1,9,MintyFresh Mint 18g,MintyFresh refresh mint 18grams,13.58013624,13.51506797,13.46574032,13.27903157,13.49770184,13.58647581,14.16607274,14.04764436,13.54337233,13.76792422,14.16828381,,,,,,,,,,,,21.63695807,9.821537591,4.765290898
retail1,1,9,ChocoDelight Dark 200g,A rich and smooth ChocoDelight dark chocolate bar weighing (150+50) 200 grams.,17.79792199,18.58277661,17.42994923,17.73626722,18.59593056,18.10754618,17.81424615,17.59626008,18.0162544,18.68455189,18.5524371,14.840328,13.6490298,10.27740559,13.16014539,9.469185407,15.11995545,11.51515777,14.85174729,13.98882313,10.53611808,13.04921287,33.70572627,6.936841867,6.342308384
retail1,1,9,ChocoDelight White 350g,350g ChocoDelight delicious,15.56352248,16.22993996,15.07542976,15.76420392,15.34697922,15.48017622,15.9026427,15.85762701,15.1966151,15.8695087,15.83654064,,,,,,,,,,,,27.52160511,1.691602785,4.34768369
retail1,1,9,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,9.254979688,9.181039653,9.447092034,9.52085546,9.181181312,8.933192935,9.292442037,9.27371778,9.538434946,9.178730798,9.525053406,,,,,,,,,,,,25.01172998,6.089172134,7.60608511
retail1,1,9,DarkDream Dark 60g,60g Dark DarkDream,18.76028221,19.2436262,19.15969223,18.31967309,19.52014661,17.96597685,18.14449496,19.46871464,18.93991778,19.20783284,19.36208954,,,,,,,,,,,,14.2513893,8.794176476,2.774729806
retail1,1,10,MintyFresh Mint 18g,18g MintyFresh ref,17.93508101,18.36762511,18.75799427,18.74463425,17.50756595,18.49805074,17.97125965,17.26255307,17.40039179,18.61372186,18.43449152,,,,,,,,,,,,28.55398784,3.64660774,11.46681596
retail1,1,10,ChocoDelight Dark 200g,A rich and smooth ChocoDelight dark chocolate bar weighing (150+50) 200 grams.,16.9697853,16.61671105,17.37401929,16.99970401,17.26968812,17.77806296,16.35551437,17.04647845,17.79112653,17.36383658,16.64578978,,,,,,,,,,,,88.79992914,2.018639953,12.12878349
retail1,1,10,ChocoDelight White 350g,A creamy and delicious ChocoDelight white chocolate bar weighing 350g(300g+50g),10.66350094,10.77647227,10.43179434,10.82558652,10.39968935,10.91962042,11.04973141,10.16071007,11.07373967,10.30791998,10.35051608,,,,,,,,,,,,57.51834273,3.694696963,13.85347359
retail1,1,10,NuttyCream Hazelnuts 80g,A delightful NuttyCream hazelnut flavored ice cream with a weight of 80 grams.,17.04121563,17.0354377,17.02395518,17.87169425,16.78956978,16.74747386,17.39170538,16.31601759,16.2655129,16.61698088,17.05362322,,,,,,,,,,,,41.23974194,4.819840506,11.44995794
retail1,1,10,DarkDream Dark 60g,decadent Dark 60g DarkDream,19.58447604,19.85317653,19.6634419,19.79534671,19.93318276,18.64003055,19.35539723,20.31840306,19.52584188,20.42094563,19.58092856,,,,,,,,,,,,72.38058429,7.703080779,16.02584371
retail1,1,11,MintyFresh Mint 18g,MintyFresh 18g refresh,8.437554674,8.507321888,8.361367085,8.339796206,8.75085429,8.444389853,8.406910703,8.201634744,8.76126486,8.042167574,8.681559116,,,,,,,,,,,,19.70548787,4.81164269,7.743007351
retail1,1,11,ChocoDelight Dark 200g,rich ChocoDelight 200g,14.28793947,14.03569711,14.91069841,13.86814387,14.44328386,14.77062213,14.51987031,14.69449718,14.27261138,14.88812908,13.58873533,,,,,,,,,,,,98.05431982,1.134294361,18.65036171
retail1,1,11,ChocoDelight White 350g,A creamy and delicious ChocoDelight white chocolate bar weighing 350g(300g+50g),17.84247794,18.18539057,17.8782287,18.60746287,16.98651052,18.07558122,17.42875091,17.67688348,17.92274017,18.20236998,18.38702755,,,,,,,,,,,,84.60254888,2.347944457,13.94211309
retail1,1,11,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,9.511146649,9.659460643,9.50401019,9.272735997,9.173591303,9.646572792,9.564865731,9.632004941,9.190611348,9.964343351,9.671640302,,,,,,,,,,,,35.76046732,3.084440169,5.761930943
retail1,1,11,DarkDream Dark 60g,decadent Dark 60g DarkDream,9.707964254,9.776962787,9.689322804,9.342113093,9.257258347,10.10404705,9.799616864,9.518367791,9.623480181,9.771050325,9.448644824,,,,,,,,,,,,69.52684183,6.009265536,14.25978117
retail1,1,12,MintyFresh Mint 18g,A refreshing MintyFresh candy with a weight of 9gx2,12.35571818,11.81720925,12.58414446,12.24998658,12.08690269,12.63945101,12.29923677,11.88891149,12.44118829,11.83201715,11.97726285,,,,,,,,,,,,68.16902409,5.194974641,11.34735838
retail1,1,12,ChocoDelight Dark 200g,200g ChocoDelight smooth,17.14189906,17.92073523,16.90831685,16.32582721,16.56644594,16.85403762,16.90260914,17.31621904,17.84445586,16.59232665,17.00834803,,,,,,,,,,,,98.45173406,4.831783501,14.94702169
retail1,1,12,ChocoDelight White 350g,350g ChocoDelight delicious,18.1979098,17.3207663,17.57660446,17.90634787,18.31183946,18.71050108,18.14264269,18.91105766,17.72107857,17.96226209,18.87434214,,,,,,,,,,,,57.43481403,6.648367089,7.421166701
retail1,1,12,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,11.30742407,11.06571712,11.10647379,11.3280571,11.03113656,11.7541314,11.22290099,11.46415645,11.33084679,11.15782828,10.94474624,,,,,,,,,,,,18.81279132,2.109116269,2.665443
retail1,1,12,DarkDream Dark 60g,60g Dark DarkDream,11.36282173,11.55939309,11.57745429,11.72602624,11.40182572,11.66751745,11.1014583,11.61380267,11.59735885,11.70848729,11.1375876,,,,,,,,,,,,76.23303275,4.82915926,14.27139901
retail1,1,13,MintyFresh Mint 18g,MintyFresh refresh mint 18grams,16.37748714,16.65473859,16.46207608,16.1848447,15.58077039,16.72213776,15.66395468,16.80143655,16.48083495,16.72171021,16.75722041,,,,,,,,,,,,66.46333483,5.092280147,15.91448501
retail1,1,13,ChocoDelight Dark 200g,rich ChocoDelight 200g,16.96727565,16.17675932,16.67197664,17.47623485,16.96460926,17.16748914,16.38391466,17.58071937,16.88968986,16.43674668,17.30917899,,,,,,,,,,,,47.6515472,4.561043056,6.495301582
retail1,1,13,ChocoDelight White 350g,A creamy and delicious ChocoDelight white chocolate bar weighing 350g(300g+50g),10.19436306,9.771899379,10.25052315,9.973678542,10.57384616,10.41855797,9.962793116,10.21730239,10.00430751,9.961106544,9.848950892,,,,,,,,,,,,62.2038403,5.412940244,14.41465629
retail1,1,13,NuttyCream Hazelnuts 80g,delightful Hazelnuts 80g NuttyCream,10.94731136,11.21517058,10.67660369,10.87534771,11.10769544,11.10448445,11.48272804,11.26542224,11.32284461,11.31296806,11.39784585,,,,,,,,,,,,45.48477976,7.5373888,10.81561083
retail1,1,13,DarkDream Dark 60g,decadent Dark 60g DarkDream,9.267856881,9.209238817,9.28134186,9.215141735,9.462699835,9.39427669,8.941723334,8.921947686,9.062427761,9.672566816,9.113918403,,,,,,,,,,,,70.8817348,7.492409557,10.4797743
retail1,1,14,MintyFresh Mint 18g,MintyFresh refresh mint 18grams,10.03197145,10.49619633,9.794796371,10.22065893,9.870842789,9.927916988,9.909282898,10.4504836,10.41990536,10.13099122,10.37246251,,,,,,,,,,,,91.46201225,1.44877281,11.24383467
retail1,1,14,ChocoDelight Dark 200g,rich ChocoDelight 200g,18.53913846,18.57674858,19.02450502,19.17849239,18.02591262,18.16174309,18.49108614,19.17570125,18.91281386,19.31752594,19.26156638,,,,,,,,,,,,75.14669293,2.805957194,14.48638505
retail1,1,14,ChocoDelight White 350g,ChocoDelight White 350g creamy,11.80447994,11.45178664,12.34458171,12.0726628,11.8511173,12.3599073,11.90392586,12.08298074,12.29271167,12.24537718,12.35694097,,,,,,,,,,,,43.84388356,6.876162667,9.835054302
retail1,1,14,NuttyCream Hazelnuts 80g,Hazelnuts NuttyCream 80g  delightful,6.008738331,5.730412634,6.079664628,6.094751259,5.894271258,6.149785488,6.092259666,6.268383399,5.722344804,6.209516903,6.248345499,,,,,,,,,,,,13.45261408,7.01335215,8.119930362
retail1,1,14,DarkDream Dark 60g,60g Dark DarkDream,14.38068784,14.80530788,14.31984954,14.86901163,14.6393757,13.851199,13.69132123,14.34223549,14.74429286,14.75524015,14.79448542,,,,,,,,,,,,54.78429095,4.600416768,6.538533425
retail1,1,15,MintyFresh Mint 18g,18g MintyFresh ref,17.19995518,17.56555965,17.1836133,17.91325183,17.42745343,18.03564651,17.29788134,16.9288472,16.77236424,16.48541326,17.99955185,,,,,,,,,,,,18.60704159,6.507499707,10.2627369
retail1,1,15,ChocoDelight Dark 200g,200g ChocoDelight smooth,6.918312311,6.93686269,7.106589295,6.913835391,7.082108317,7.066395753,6.726555298,6.633565497,6.889745107,6.65960457,7.227802016,,,,,,,,,,,,80.44188237,5.523445066,11.0409105
retail1,1,15,ChocoDelight White 350g,ChocoDelight White 350g creamy,12.59663315,13.20432112,12.62285875,13.11056902,12.07080397,12.00159653,12.62432022,12.50360457,12.73556836,12.03944331,13.11723309,,,,,,,,,,,,97.4530396,4.443824699,11.43965545
retail1,1,15,NuttyCream Hazelnuts 80g,delightful Hazelnuts 80g NuttyCream,5.310647942,5.453667889,5.062593044,5.412391959,5.132129198,5.341813246,5.220450845,5.416627045,5.484304749,5.149919429,5.390095743,,,,,,,,,,,,40.18769286,5.093510438,13.78105784
retail1,1,15,DarkDream Dark 60g,decadent Dark 60g DarkDream,18.64674787,18.67234533,19.43760667,17.95364424,19.25706589,18.714654,17.81362343,18.07970341,19.3201613,18.93475747,19.21385399,,,,,,,,,,,,94.33340334,1.614091245,15.5094372
retail1,1,16,MintyFresh Mint 18g,18g MintyFresh ref,7.759825885,7.505272895,8.093901545,7.539637453,7.814184237,7.720284239,7.403666347,7.390312615,7.834671989,7.697850227,8.010799638,,,,,,,,,,,,68.31567956,4.747382259,12.62706496
retail1,1,16,ChocoDelight Dark 200g,A rich and smooth ChocoDelight dark chocolate bar weighing (150+50) 200 grams.,11.53917793,11.06140918,11.49014134,11.61421983,11.13780727,10.98469305,11.21375463,11.52334629,11.38895906,11.34562949,11.77134056,,,,,,,,,,,,98.34961571,9.664996076,11.46370716
retail1,1,16,ChocoDelight White 350g,creamy ChocoDelight 350g,9.784707261,10.01365376,10.01262479,10.24408284,9.363317853,9.460101306,9.572115433,9.881440802,9.571328527,9.513820471,9.940473437,,,,,,,,,,,,14.95595644,4.706719362,11.72903751
retail1,1,16,NuttyCream Hazelnuts 80g,Hazelnuts NuttyCream 80g  delightful,11.48952561,11.1475133,12.03436165,12.06183634,11.01366055,11.59621818,11.4760188,11.8807331,11.26522196,11.9488786,10.98224499,,,,,,,,,,,,19.73894107,5.317847712,3.758643389
retail1,1,16,DarkDream Dark 60g,60g Dark DarkDream,6.356026037,6.149405426,6.373413827,6.3351522,6.258335377,6.377929054,6.348948262,6.485525831,6.134723148,6.242514995,6.256394254,3.28004194,4.172967107,3.901075983,5.573983409,3.99503521,3.314419038,4.202526909,4.749299294,3.150134765,4.599165228,3.357445008,39.88453332,4.971956389,11.71630099
retail1,1,17,MintyFresh Mint 18g,A refreshing MintyFresh candy with a weight of 9gx2,13.48375648,13.92077015,12.81051209,12.98344947,12.94410793,13.80764405,13.52770363,13.39629348,13.9816316,14.05981859,13.63312488,,,,,,,,,,,,49.76761495,2.09532652,7.346387184
retail1,1,17,ChocoDelight Dark 200g,ChocoDelight Dark 200g rich,7.139347225,7.372145077,7.33466875,6.807289837,7.01246779,7.156299632,7.425313916,7.361551148,6.978934423,7.117550448,6.808091649,,,,,,,,,,,,23.55071917,6.47938503,10.93588508
retail1,1,17,ChocoDelight White 350g,creamy ChocoDelight 350g,6.66357334,6.509439769,6.5311601,6.995680163,6.807546944,6.388108225,6.642730146,6.709155065,6.638207548,6.792982428,6.517606821,,,,,,,,,,,,22.54023944,3.873738044,9.109213459
retail1,1,17,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,8.580631709,8.690641335,8.221248554,8.463000309,8.28316403,8.979943251,8.249800235,8.706948096,8.730652577,8.898417714,8.637053771,,,,,,,,,,,,72.1200227,3.392766688,14.85315392
retail1,1,17,DarkDream Dark 60g,A decadent DarkDream dark chocolate ice cream with a weight of 60 grams.,18.19098314,19.00052797,18.8875472,18.85284422,18.56888991,18.56923262,17.5470957,18.48920476,17.45216879,18.72870682,17.63659285,,,,,,,,,,,,61.59066849,8.029750534,15.53739728
retail1,1,18,MintyFresh Mint 18g,18g MintyFresh ref,12.11250944,12.47657258,11.77105714,11.93868515,11.89239773,12.14583513,12.51526435,11.5621918,11.59367904,12.58372591,11.67276988,,,,,,,,,,,,80.19361388,7.374367598,12.68106214
retail1,1,18,ChocoDelight Dark 200g,200g ChocoDelight smooth,17.82629402,17.13436758,17.57494738,18.33132018,18.3963736,18.41679564,18.01920498,17.65261447,17.0244774,18.18212248,17.58852994,,,,,,,,,,,,17.86140791,7.822130576,2.528281635
retail1,1,18,ChocoDelight White 350g,ChocoDelight White 350g creamy,14.94926903,15.57140581,15.57920741,15.44576963,14.3165875,14.42319549,15.53864633,15.35206738,15.36367071,15.53823838,14.34199615,,,,,,,,,,,,35.30284584,2.949550545,11.81980147
retail1,1,18,NuttyCream Hazelnuts 80g,A delightful NuttyCream hazelnut flavored ice cream with a weight of 80 grams.,19.00405682,18.25710875,18.55311608,18.98705802,19.24100006,18.78518722,18.17934781,18.76501346,19.29812826,19.09495706,19.26040638,,,,,,,,,,,,97.43047481,8.136979716,14.19699901
retail1,1,18,DarkDream Dark 60g,60g Dark DarkDream,10.66714459,10.16043741,11.08918638,10.51597167,10.15259223,10.5214093,10.9245031,11.12049412,11.06228944,11.1060939,10.31804911,,,,,,,,,,,,35.35021936,6.141364618,7.221766757
retail1,1,19,MintyFresh Mint 18g,A refreshing MintyFresh candy with a weight of 9gx2,16.37155499,15.65077194,17.05756579,16.46852039,15.64857991,15.79527458,17.00643674,15.55414614,16.36811657,15.65319465,15.86779183,,,,,,,,,,,,16.615036,1.906164033,7.608349923
retail1,1,19,ChocoDelight Dark 200g,A rich and smooth ChocoDelight dark chocolate bar weighing (150+50) 200 grams.,16.27552572,16.23553911,16.56376954,16.62858937,16.9383665,15.57066291,15.85354973,16.58868058,17.00800821,15.98804955,16.70703698,,,,,,,,,,,,15.98858698,2.061142064,7.921810439
retail1,1,19,ChocoDelight White 350g,creamy ChocoDelight 350g,19.6284744,18.98605495,19.757829,19.8576079,18.98776301,19.37679053,19.76687715,20.23916842,19.23631531,19.86546155,20.34862768,,,,,,,,,,,,82.83905508,9.355372977,17.89537213
retail1,1,19,NuttyCream Hazelnuts 80g,A delightful NuttyCream hazelnut flavored ice cream with a weight of 80 grams.,6.919051941,6.811988554,7.006584736,6.987257115,7.111417484,7.089661139,7.198526116,6.980163062,6.659497327,6.732309473,6.97526178,,,,,,,,,,,,40.11551299,7.531301551,8.359633923
retail1,1,19,DarkDream Dark 60g,A decadent DarkDream dark chocolate ice cream with a weight of 60 grams.,10.16550274,9.868160493,10.50097519,10.18019515,10.2877384,10.51670209,9.792968127,10.22608226,10.40792517,10.2773868,9.886061441,,,,,,,,,,,,96.75489423,9.99528777,15.67658962
retail1,1,20,MintyFresh Mint 18g,A refreshing MintyFresh candy with a weight of 9gx2,17.31698112,18.07485994,17.34176327,16.52661904,18.1499465,17.58908957,16.45766018,17.16391944,17.08586091,17.86225111,16.63262872,,,,,,,,,,,,38.06571885,1.337900151,9.906007193
retail1,1,20,ChocoDelight Dark 200g,200g ChocoDelight smooth,15.8684392,15.10679364,16.40552433,15.3861661,16.06810762,15.7171721,15.35079429,16.45279776,15.56714014,16.39861115,16.10552288,,,,,,,,,,,,86.54426946,2.556696946,17.97674038
