retailer,store_id,week,product,description,regular_price,value,volume,quantity,competition_1_discount_depth,competition_2_discount_depth,competition_3_discount_depth,competition_4_discount_depth,competition_5_discount_depth,competition_6_discount_depth,competition_7_discount_depth,competition_8_discount_depth,competition_9_discount_depth,competition_10_discount_depth,avg_competition_discount_depth,num_competitors_active_promos,price_comp_1_promo_interaction,price_comp_2_promo_interaction,price_comp_3_promo_interaction,price_comp_4_promo_interaction,price_comp_5_promo_interaction,price_comp_6_promo_interaction,price_comp_7_promo_interaction,price_comp_8_promo_interaction,price_comp_9_promo_interaction,price_comp_10_promo_interaction,quantity_lag_1,value_lag_1,sin_week,cos_week
retail1,1,3,MintyFresh Mint 18g,18g MintyFresh ref,6.460809412,3.9909704887624025,8.536249421,2.7882087599108987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3379960601954037,4.408258869486243,0.3546048870425356,0.9350162426854148
retail1,1,3,ChocoDelight Dark 200g,A rich and smooth ChocoDelight dark chocolate bar weighing (150+50) 200 grams.,13.6208067,4.392056972474923,1.783720253,2.4521291884997165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7882087599108987,3.9909704887624025,0.3546048870425356,0.9350162426854148
retail1,1,3,ChocoDelight White 350g,creamy ChocoDelight 350g,12.50125208,4.344967902923654,5.185438005,2.4441404262819577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4521291884997165,4.392056972474923,0.3546048870425356,0.9350162426854148
retail1,1,3,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,11.60660915,3.9604807423497626,4.570194323,2.6682395429255785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4441404262819577,4.344967902923654,0.3546048870425356,0.9350162426854148
retail1,1,3,DarkDream Dark 60g,decadent Dark 60g DarkDream,17.95836451,2.8320382668645356,8.246191654,2.0798590978661164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6682395429255785,3.9604807423497626,0.3546048870425356,0.9350162426854148
retail1,1,4,MintyFresh Mint 18g,18g MintyFresh ref,15.81898943,4.5521576355791495,4.265090647,2.7267707353036377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0798590978661164,2.8320382668645356,0.4647231720437685,0.8854560256532099
retail1,1,4,ChocoDelight Dark 200g,rich ChocoDelight 200g,15.08915711,3.8365164430567655,7.663686847,2.6895204785988702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7267707353036377,4.5521576355791495,0.4647231720437685,0.8854560256532099
retail1,1,4,ChocoDelight White 350g,350g ChocoDelight delicious,9.019749741,4.458330403488133,7.645850524,2.922659765852639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6895204785988702,3.8365164430567655,0.4647231720437685,0.8854560256532099
retail1,1,4,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,8.233896696,2.927698978668973,3.032749599,1.5997723247777402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.922659765852639,4.458330403488133,0.4647231720437685,0.8854560256532099
retail1,1,4,DarkDream Dark 60g,A decadent DarkDream dark chocolate ice cream with a weight of 60 grams.,7.010139657,3.3236016284189076,2.692011882,1.6025081896714684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5997723247777402,2.927698978668973,0.4647231720437685,0.8854560256532099
retail1,1,5,MintyFresh Mint 18g,A refreshing MintyFresh candy with a weight of 9gx2,13.0082265,4.279139901552493,9.251285603,2.3784216143169252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6025081896714684,3.3236016284189076,0.5680647467311558,0.8229838658936564
retail1,1,5,ChocoDelight Dark 200g,rich ChocoDelight 200g,11.29448793,4.2501671450688505,9.164328459,2.769233847184479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3784216143169252,4.279139901552493,0.5680647467311558,0.8229838658936564
retail1,1,5,ChocoDelight White 350g,350g ChocoDelight delicious,7.656507861,4.289846832446101,6.361328958,2.8922263581725276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.769233847184479,4.2501671450688505,0.5680647467311558,0.8229838658936564
retail1,1,5,NuttyCream Hazelnuts 80g,Hazelnuts NuttyCream 80g  delightful,11.40796106,4.01550171341604,8.625293008,2.1815175716400885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8922263581725276,4.289846832446101,0.5680647467311558,0.8229838658936564
retail1,1,5,DarkDream Dark 60g,decadent Dark 60g DarkDream,13.15085546,4.51144670583982,8.071032367,2.478341372105554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1815175716400885,4.01550171341604,0.5680647467311558,0.8229838658936564
retail1,1,6,MintyFresh Mint 18g,A refreshing MintyFresh candy with a weight of 9gx2,10.95447567,3.812570434556512,5.624656695,2.416769955426789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.478341372105554,4.51144670583982,0.6631226582407952,0.7485107481711011
retail1,1,6,ChocoDelight Dark 200g,200g ChocoDelight smooth,19.233091367,4.570093216222252,4.722331601,2.484787640206641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.416769955426789,3.812570434556512,0.6631226582407952,0.7485107481711011
retail1,1,6,ChocoDelight White 350g,ChocoDelight White 350g creamy,8.38437206,4.219906045533933,9.991618745,2.8209684379010334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.484787640206641,4.570093216222252,0.6631226582407952,0.7485107481711011
retail1,1,6,NuttyCream Hazelnuts 80g,Hazelnuts NuttyCream 80g  delightful,14.97835713,3.997004105115582,5.524316097,2.477316086716485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8209684379010334,4.219906045533933,0.6631226582407952,0.7485107481711011
retail1,1,6,DarkDream Dark 60g,A decadent DarkDream dark chocolate ice cream with a weight of 60 grams.,6.775712066,4.570093216222252,5.372416504,2.922659765852639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.477316086716485,3.997004105115582,0.6631226582407952,0.7485107481711011
retail1,1,7,MintyFresh Mint 18g,MintyFresh 18g refresh,8.454468132,4.261781382107156,7.95994131,2.8407267376914085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.922659765852639,4.570093216222252,0.7485107481711011,0.6631226582407953
retail1,1,7,ChocoDelight Dark 200g,200g ChocoDelight smooth,15.39396973,3.066756454600698,1.468114707,1.2554272381748262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8407267376914085,4.261781382107156,0.7485107481711011,0.6631226582407953
retail1,1,7,ChocoDelight White 350g,creamy ChocoDelight 350g,10.93288097,4.233343150127952,5.653723446,2.7117845962274947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2554272381748262,3.066756454600698,0.7485107481711011,0.6631226582407953
retail1,1,7,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,13.34319605,3.360576045828044,9.060815206,2.581249363012844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7117845962274947,4.233343150127952,0.7485107481711011,0.6631226582407953
retail1,1,7,DarkDream Dark 60g,60g Dark DarkDream,6.140107738,4.334403676747887,4.033066946,2.527835609497371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.581249363012844,3.360576045828044,0.7485107481711011,0.6631226582407953
retail1,1,8,MintyFresh Mint 18g,MintyFresh refresh mint 18grams,14.37235827,3.7817743480987165,6.784335666,2.3967029805731244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.527835609497371,4.334403676747887,0.8229838658936564,0.5680647467311559
retail1,1,8,ChocoDelight Dark 200g,200g ChocoDelight smooth,13.20548274,3.655141429498011,6.615636513,2.2374739590917394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3967029805731244,3.7817743480987165,0.8229838658936564,0.5680647467311559
retail1,1,8,ChocoDelight White 350g,ChocoDelight White 350g creamy,14.60305162,4.12460892892491,1.906386786,2.7336460492297565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2374739590917394,3.655141429498011,0.8229838658936564,0.5680647467311559
retail1,1,8,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,13.55685508,4.541720022028258,9.026900545,2.922659765852639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7336460492297565,4.12460892892491,0.8229838658936564,0.5680647467311559
retail1,1,8,DarkDream Dark 60g,A decadent DarkDream dark chocolate ice cream with a weight of 60 grams.,16.48820496,3.7907196805430683,3.300147606,2.0773648343150293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.922659765852639,4.541720022028258,0.8229838658936564,0.5680647467311559
retail1,1,9,MintyFresh Mint 18g,MintyFresh refresh mint 18grams,13.58013624,3.119583883442028,9.821537591,1.7518556117714974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0773648343150293,3.7907196805430683,0.8854560256532099,0.4647231720437686
retail1,1,9,ChocoDelight Dark 200g,A rich and smooth ChocoDelight dark chocolate bar weighing (150+50) 200 grams.,17.79792199,3.5469046955283514,6.936841867,1.9936532869166061,4.933746810000001,7.1525436399999975,4.576121829999998,9.126745153,2.987590729999999,6.299088379999999,2.74451279,4.027431270000001,8.148433810000002,5.503224229999999,5.549943864299999,0.0,1.3039697510221568,1.7317524188514581,1.352410741869471,1.8795620980071914,1.1771147110092839,1.545608175371096,1.1983722616923143,1.2722958768297759,1.6892295487637512,1.3639077059519222,1.7518556117714974,3.119583883442028,0.8854560256532099,0.4647231720437686
retail1,1,9,ChocoDelight White 350g,350g ChocoDelight delicious,15.56352248,3.3506618741167045,1.691602785,1.6766635120155904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9936532869166061,3.5469046955283514,0.8854560256532099,0.4647231720437686
retail1,1,9,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,9.254979688,3.258547589359454,6.089172134,2.1524695239794047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6766635120155904,3.3506618741167045,0.8854560256532099,0.4647231720437686
retail1,1,9,DarkDream Dark 60g,60g Dark DarkDream,18.76028221,2.7246706005432624,8.794176476,1.3283288055698699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1524695239794047,3.258547589359454,0.8854560256532099,0.4647231720437686
retail1,1,10,MintyFresh Mint 18g,18g MintyFresh ref,17.93508101,3.386218687031131,3.64660774,2.5230703910817414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3283288055698699,2.7246706005432624,0.9350162426854148,0.35460488704253557
retail1,1,10,ChocoDelight Dark 200g,A rich and smooth ChocoDelight dark chocolate bar weighing (150+50) 200 grams.,16.9697853,4.497584186220983,2.018639953,2.5748070328418162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5230703910817414,3.386218687031131,0.9350162426854148,0.35460488704253557
retail1,1,10,ChocoDelight White 350g,A creamy and delicious ChocoDelight white chocolate bar weighing 350g(300g+50g),10.66350094,4.0693402560311585,3.694696963,2.6982337496801243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5748070328418162,4.497584186220983,0.9350162426854148,0.35460488704253557
retail1,1,10,NuttyCream Hazelnuts 80g,A delightful NuttyCream hazelnut flavored ice cream with a weight of 80 grams.,17.04121563,3.7433615300043437,4.819840506,2.521717244591757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6982337496801243,4.0693402560311585,0.9350162426854148,0.35460488704253557
retail1,1,10,DarkDream Dark 60g,decadent Dark 60g DarkDream,19.233091367,4.295659381419283,7.703080779,2.834732407929542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.521717244591757,3.7433615300043437,0.9350162426854148,0.35460488704253557
retail1,1,11,MintyFresh Mint 18g,MintyFresh 18g refresh,8.437554674,3.03039877962744,4.81164269,2.1682542209853155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.834732407929542,4.295659381419283,0.970941817426052,0.23931566428755804
retail1,1,11,ChocoDelight Dark 200g,rich ChocoDelight 200g,14.28793947,4.570093216222252,1.134294361,2.922659765852639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1682542209853155,3.03039877962744,0.970941817426052,0.23931566428755804
retail1,1,11,ChocoDelight White 350g,A creamy and delicious ChocoDelight white chocolate bar weighing 350g(300g+50g),17.84247794,4.449715059339895,2.347944457,2.704183608123549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.922659765852639,4.570093216222252,0.970941817426052,0.23931566428755804
retail1,1,11,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,9.511146649,3.6044230101379098,3.084440169,1.9113084917224548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.704183608123549,4.449715059339895,0.970941817426052,0.23931566428755804
retail1,1,11,DarkDream Dark 60g,decadent Dark 60g DarkDream,9.707964254,4.255993372534282,6.009265536,2.725220685648641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9113084917224548,3.6044230101379098,0.970941817426052,0.23931566428755804
retail1,1,12,MintyFresh Mint 18g,A refreshing MintyFresh candy with a weight of 9gx2,12.35571818,4.236553133650739,5.194974641,2.5134421438386227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.725220685648641,4.255993372534282,0.992708874098054,0.120536680255323
retail1,1,12,ChocoDelight Dark 200g,200g ChocoDelight smooth,17.14189906,4.570093216222252,4.831783501,2.769272083895342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5134421438386227,4.236553133650739,0.992708874098054,0.120536680255323
retail1,1,12,ChocoDelight White 350g,350g ChocoDelight delicious,18.1979098,4.067911842869575,6.648367089,2.1307483817193935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.769272083895342,4.570093216222252,0.992708874098054,0.120536680255323
retail1,1,12,NuttyCream Hazelnuts 80g,80g NuttyCream flavor Hazelnuts,11.30742407,2.986327755377979,2.109116269,1.2989492011581947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1307483817193935,4.067911842869575,0.992708874098054,0.120536680255323
retail1,1,12,DarkDream Dark 60g,60g Dark DarkDream,11.36282173,4.346827250876588,4.82915926,2.7259817332394816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2989492011581947,2.986327755377979,0.992708874098054,0.120536680255323
retail1,1,13,MintyFresh Mint 18g,MintyFresh refresh mint 18grams,16.37748714,4.2115842625948945,5.092280147,2.8281703560109874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7259817332394816,4.346827250876588,1.0,-1.6081226496766364e-16
retail1,1,13,ChocoDelight Dark 200g,rich ChocoDelight 200g,16.96727565,3.8846836107984677,4.561043056,2.0142763685035496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8281703560109874,4.2115842625948945,1.0,-1.6081226496766364e-16
retail1,1,13,ChocoDelight White 350g,A creamy and delicious ChocoDelight white chocolate bar weighing 350g(300g+50g),10.19436306,4.146365063547247,5.412940244,2.735318763976328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0142763685035496,3.8846836107984677,1.0,-1.6081226496766364e-16
retail1,1,13,NuttyCream Hazelnuts 80g,delightful Hazelnuts 80g NuttyCream,10.94731136,3.8391249420241658,7.5373888,2.4694216088369862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.735318763976328,4.146365063547247,1.0,-1.6081226496766364e-16
retail1,1,13,DarkDream Dark 60g,decadent Dark 60g DarkDream,9.267856881,4.275022196293015,7.492409557,2.440586730419409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4694216088369862,3.8391249420241658,1.0,-1.6081226496766364e-16
retail1,1,14,MintyFresh Mint 18g,MintyFresh refresh mint 18grams,10.03197145,4.526797881788541,1.44877281,2.505022518051785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.440586730419409,4.275022196293015,0.992708874098054,-0.12053668025532288
retail1,1,14,ChocoDelight Dark 200g,rich ChocoDelight 200g,18.53913846,4.332661650033063,2.805957194,2.7399612540490637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.505022518051785,4.526797881788541,0.992708874098054,-0.12053668025532288
